source_id,Institution (bolded name),Webpage,(2nd line),(3rd line),Address Line 1 (Street or Box Number),Address Line 2 (Room/Suite),City,State,Zip Code,Phone,Best email contact,Summary Description of Map Collection,Questions / Notes / Comments,Region ID,Regional Coordinator,Status,Date of last update,Addtional Note
236,University of Maine,https://libguides.library.umaine.edu/GovernmentDocuments,Raymond H. Fogler Library,Government Publications Department,,,Orono,ME,4469,207-581-1680,gregory.t.curtis@maine.edu,Library is a Regional Depository as well as a depository for Canadian federal government publications. Collection includes maps.,,1,,Not started,,
237,Maine Historical Society,https://www.mainehistory.org/library_overview.shtml,Brown Research Library,,489 Congress Street,,Portland,ME,04101,207-774-1822,https://www.mainehistory.org/researchrequest/,"Over 5,000 print and manuscript maps are housed at the Library. Included are early proprietors' maps including those of the Plymouth Company (Kennebec Company), the Proprietors of the Township of Brunswick (Pejepscot Proprietors), maps of the international boundary commissions, native American maps, the Debarres Atlases, school atlases, topographical maps, and nautical charts.",,1,,Not started,,
238,University of Southern Maine,https://oshermaps.org/,Osher Map Library and Smith Center for Cartographic Education,,,P.O. Box 9300,Portland,ME,4104,207-780-4850,https://oshermaps.org/contact-us,"The cartographic collections contain original maps, atlases, globes, books, and scientific instruments, dating from 1475 to the present. They emphasize first Maine and New England, then the USA, the Americas, and the world. The combined collections number more than 300,000 maps.",,1,,Not started,,
239,Penobscot Marine Museum,https://penobscotmarinemuseum.org/stephen-phillips-memorial-library/,Stephen Phillips Memorial Library,ATTN: Library Researcher,9 Church Street,P.O. Box 498,Searsport,ME,04974,207-548-2529 x212,libraryresearcher@pmm-maine.org,"Collections in maritime history, with an emphasis on mid-coast Maine, including maps.",,1,,Not started,,
271,State Archives of Michigan,www.michigan.gov/statearchives,,,,P.O. Box 30740,Lansing,MI,48909,517-373-1408,,,"The Archives of Michigan is located inside the Michigan Library and Historical Center building, which is located at 702 W. K?alamazoo St., Lansing, MI. Combine as one entry?",5,,1st attempt,2020-11-16,
272,Central Michigan University,https://www.cmich.edu/library/clarke/Pages/Historical-Maps.aspx,Charles V. Park Library,,300 East Preston Street,,Mount Pleasant,MI,48859,989-774-3414,," The historical maps found in the holdings of the Clarke Historical Library document the evolution of how Michigan, the Great Lakes, North America, and the World have been viewed over the past 500 years. The database of over 300 maps, accessible via the link below, provides basic information about each of the maps in the Clarke holdings including the creator, title, date, description, known bibliographic citations, and a low-resolution image.",,5,,1st attempt,2020-11-16,
264,Michigan State Library,https://lib.msu.edu/maps/,Main Library Building,Map Library,366 W. Circle Drive,Room E240,East Lansing,MI,48824,517-884-6467,https://lib.msu.edu/branches/map/askmap/,"The Map Library houses a collection of general and thematic maps and atlases for every area of the world. The collection consists of over 250,000 sheet maps, 14,000 folded geologic maps, and 4,000 atlases, gazetteers and other reference aids including wall maps, globes, CDs and Internet-accessible resources. The collection is especially strong in Michigan, United States, Canada, Africa, Asia, and Latin America, though all areas are collected at some level.",,5,,flagged,,
273,Bruce T. Halle Library,https://guides.emich.edu/maps,Map Library,,955 West Circle Drive,Room 114,Ypsilanti,MI,48197,734.487.2855,https://researchhelpnow.libanswers.com/form?queue_id=3660,"What's in the Map Collection?
Travel and Tourism collection - road maps, travel brochures, and visitor guides to sites in the United States and around the world. Find these in the filing cabinets in the Information Commons South.
Atlases - atlases of many types, including world, geographic, political, demographic, economic and marketing, historical, military, nature, and celestial atlases.
Reference Collection atlases are for use only in the map room and are available during map library hours.
A wide collection of other atlases are kept in the .Information Commons South, are available during all library hours, and may be checked out at the circulation desk.
Topographic maps - USGS topographic maps for Michigan and many other states
Ocean surveys and coastal charts
Government documents and publications - including CIA and defense mapping agencies
Posters, calendars, and aerial photography (see Special Indexes for links)
Free maps! Free tourist maps and brochures in the stand outside the door to the map room. Special indexes:
Flying Camera aerial photography
Large aerial images at various scales, from buildings to continents, from all over the world.
Gateway to Astronaut Photography of Earth
NASA photographs, thoroughly-indexed and searchable by city, state, or other geographic feature",,5,,flagged,2020-11-16,
261,Grand Valley State University,https://libguides.gvsu.edu/govdoc,Mary Idema Pew Library Learning and Information Commons,,1 Campus Drive,,Allendale,MI,49401,616-331-3500,psycke@gvsu.edu,"Collection includes more than 60,000 maps and is strong in U.S. Geological Survey publications and Smithsonian Institute publications. While the overall focus is on Michigan and the Great Lakes states of Illinois, Indiana, Minnesota, Ohio and Wisconsin, the library receives publications that contain information on all fifty states and countries around the world.",,5,,Not started,,
262,University of Michigan,https://bentley.umich.edu/,Bentley Historical Library,,1150 Beal Avenue,,Ann Arbor,MI,48109-2113,734-764-3482,https://bentley.umich.edu/research/ask-an-archivist/,"The Library’s holdings include more than 10,000 maps.",,5,,Not started,,
263,University of Michigan,https://www.lib.umich.edu/clark-library/collections/maps-atlases,Stephen S. Clark Library,Harlan Hatcher Graduate Library,913 South University Avenue,,Ann Arbor,MI,48109-1190,734-764-0400,clarklibrary@umich.edu,"The Clark Library Map Collection holds materials from all parts of the world, with a growing focus on urban cartography. We have extensive reference holdings for the study of maps and the history of cartography, including many specialized cartobibliographies. Our collection consists of over 370,000 maps and about 10,000 atlases and reference works. Holdings include a wide range of materials, including maps, atlases, gazetteers, geographical dictionaries, and many reference works.",,5,,Not started,,
265,Flint Public Library,https://fpl.info/,,,1026 East Kearsley Street,,Flint,MI,48503,810-232-7111,https://fpl.info/about-us/contact-us/,,,5,,Not started,,
266,Grand Rapids Public Library,https://www.grpl.org/research/history/,Grand Rapids History and Special Collections,,111 Library Street NE,,Grand Rapids,MI,49503,616-988-5400 x5497,https://www.grpl.org/about/contact-us/ask-local-history/,"The Grand Rapids History & Special Collections Library holds city, county and statewide plat maps and Sanborn fire insurance maps.",,5,,Not started,,
267,Michigan Technological University,https://www.mtu.edu/library/,Van Pelt and Opie Library,,1400 Townsend Drive,,Houghton,MI,49931-1295,906-487-2508,https://www.mtu.edu/library/about/contact-the-library/,Library collection includes geological maps of surface and underground mines and topographic maps.,,5,,Not started,,
268,Kalamazoo Public Library,https://www.kpl.gov/local-history/collection/historic-maps/maps/,Central Library,Local History Room,315 South Rose Street,,Kalamazoo,MI,49007,269-553-7808,https://www.kpl.gov/local-history/contact/,"Local History Room contains maps of local area, such as atlases, road maps, topographic maps, plat maps and Sanborn maps.",,5,,Not started,,
269,Western Michigan University,https://wmich.edu/library/map-collections,Waldo Library,,1903 West Michigan Avenue,,Kalamazoo,MI,49008,269-387-5059,https://wmich.edu/library/contact,"The print map collection contains almost 190,000 maps and 2,300 atlases along with gazetteers, soil surveys and climatological publications. While the collection has maps from around the world, its primary focus is Michigan and the Great Lakes area. ",,5,,Not started,,
270,Library of Michigan,www.michigan.gov/libraryofmichigan/,,,702 West Kalamazoo Street,,Lansing,MI,48915,517-335-1477,,"Michigan and Great Lakes maps, including state and county atlases, fire insurance maps, topographic maps, and transportation maps on microfilm.",Combine as one entry with Archives of Michigan?,5,,Not started,,
281,University of Minnesota,https://www.lib.umn.edu/borchert,S-76 Wilson Library,John R. Borchert Map Library,309 19th Avenue South,,Minneapolis,MN,55455,612-624-4549,mapref@umn.edu,"Land ownership maps and atlases for Minnesota cities and counties, extensive print and digital collection of aerial photography for the State of Minnesota, topographic maps, world city maps, geospatial data, digital collections including historical maps of the Twin Cities, India, and Southeast Asia.","University also has Magrath Library- Maps to support the agricultural, biological and environmental sciences; Natural Resources Library- Maps related to forestry and related topics; James Ford Bell Library- Early maps from the period 1400-1800 related to the history of European expansion",5,,flagged,,
274,Bemidji State University,https://www.bemidjistate.edu/library/government/,Map Library,,"HS 244, Bemidji State University",,Bemidji,MN,56601,218) 755-3342,,"Just a few of the many map resources in the state:  Minnesota Geological Survey Maps (as well as many other collections listed),  topographic maps online, various maps series available through the Minnesota Department of Natural Resources, and the Minnesota Geospatial Commons.",,5,,Not started,,
275,Iron Range Research Center,https://www.ironrangeresearchcenter.org/,,,1005 Discovery Drive,,Chisholm,MN,55719,218-254-1222,yourroots@mndiscoverycenter.com,The Iron Range Research Center contains one of the largest collections of genealogical and local history research materials in Minnesota and the Upper Midwest. The archives are a designated government records repository for the Taconite Tax Relief Area and the collection includes maps.,,5,,Not started,,
276,St. John's University,www.csbsju.edu/library,Alcuin Library,,PO Box 2500,2835 Abbey Plaza,Collegeville,MN,56321,320-363-2122,https://www.csbsju.edu/sju-archives/photosandmaps,Aerial Photos & Campus Maps. See also A History of SJU Buildings for a set of maps showing the changes over time.,,5,,Not started,,
282,University of Minnesota,https://www.lib.umn.edu/walter,Walter  Library,,117 Pleasant Street SE,,Minneapolis,MN,55455,612-624-3366,https://www.lib.umn.edu/about/contact,,,5,,Not started,,
278,"Minnesota State University, Mankato",https://library.mnsu.edu/search-find/collections/maps/,Memorial Library,Dr. Mary T. Dooley Map Library,,601 Maywood Avenue,Mankato,MN,56002-8419,507-389-1288,https://libguides.mnsu.edu/ask,"Atlases, aerial photos, US Geological Survey 7.5 Minute Topographical Maps, travel guides, soil surveys for most counties in Minnesota and many in Iowa, North Dakota, South Dakota, and Wisconsin, plat maps for Minnesota.",,5,,Not started,,
280,Minneapolis Public Library,www.hclib.org/,,,300 Nicollet Mall,,Minneapolis,MN,55401,612-630-6000,,,Now part of a countywide library system. Has digital Minnesota Sanborn maps but maps collection does not appear to be very extensive.,5,,Not started,,
283,Carleton College,https://gouldguides.carleton.edu/maps,Laurence McKinley Gould Library,Map Collection,One North College Street,,Northfield,MN,55057,507-222-4264,klewis@carleton.edu,"Collection includes USGS quadrangle maps, Army Map Service maps, USGS photo-maps of the border between the US and Mexico, maps of Antarctica, World War II era maps, and various gifted maps of many eras, languages and uses.",,5,,Not started,,
285,Stearns History Museum,https://www.stearnshistorymuseum.org/,Research Center,,235 33rd Avenue South,,Saint Cloud,MN,56301,320-253-8424,https://www.stearnshistorymuseum.org/contact/,Maps available include plat maps of Stearns County from 1880 to present day and detailed maps of Germany & Luxembourg.,,5,,Not started,,
286,Minnesota Geological Survey,https://www.mngs.umn.edu/,,,2609 Territorial Road,,Saint Paul,MN,55114,"
612-626-2969",mgs@umn.edu,Maps and geospatial data of Minnesota's geology.,,5,,Not started,,
287,Minnesota Historical Society,collections.mnhs.org/maps/,Gale Family Library,,345 West Kellogg Boulevard,,Saint Paul,MN,55102,651-259-3300,https://www.mnhs.org/contact,"The map collection at the Minnesota Historical Society consists of about 19,000 maps and nearly 2,000 volumes of atlases. The collection strongly emphasizes the state of Minnesota from 1849 to the present, but also includes selected maps and atlases of a wider geographic area encompassing the Great Lakes and the Mississippi River Valley.",,5,,Not started,,
289,Gustavus Adolphus College,www.gustavus.edu/library,Bob Moline Map Library,,800 West College Avenue,,Saint Peter,MN,56082,507-933-7313,,,Seems to be part of Government Documents but not able to confirm this or the contact information.,5,,Not started,,
290,Missouri Southern State University,libguides.mssu.edu/tri-state-mining-collection,George A. Spiva Library,Tri-State Mining Collection,3950 East Newman Road,,Joplin,MO,64801,417-625-9552,archives@mssu.edu,"This collection includes maps and drill log files for lead and zinc mines in the Tri-State Mining District, which includes Missouri, Kansas and Oklahoma, from the 1860’s to the 1960’s. Maps provide detailed locations of mine shafts and drilling activities in the area. Within this collection are maps related to Indian nations.",,7,,Not started,,
291,Missouri University of Science and Technology,library.mst.edu/,Curtis Laws Wilson Library,A.C. Spreng Map Room,1870 Miner Circle,,Rolla,MO,65409,573-341-4007,,,"Name has changed, library map shows Maps Collection but not able to find current description of collection or contact information.",7,,Not started,,
294,Washington University,https://library.wustl.edu/units/epsc/,Ronald Rettner Earth & Planetary Sciences Library,"Scott Rudolph Earth & Planetary Sciences Building; 3rd Floor, Room 300",One Brookings Drive,Campus Box 1061,Saint Louis,MO,63130,314-935-5406,eps@wumail.wustl.edu,"Collection includes USGS 7.5” topographic maps and 15” topographic maps, geologic and shaded relief maps for areas across the country and throughout the world, Central Intelligence Agency (CIA) maps, and soil surveys for counties in Missouri and Illinois.",,7,,Not started,,
295,Missouri State University,https://guides.library.missouristate.edu/maps,Meyer Library,Maps,901 South National Avenue,,Springfield,MO,65897,417-836-4534,JimCoombs@MissouriState.edu,"Collection includes maps, atlases, geographic reference works, aerial photographs, globes and travel information.",,7,,Not started,,
,University of Mississippi,https://libraries.olemiss.edu/government-documents/,J.D. Williams Library,Government Documents,P.O. Box 1848,,University,MS,38677,662-915-7933,aesorey@olemiss.edu,"Strong map collection primarily composed of federal depository collection materials, with emphasis on maps illustrating facets of Mississippi and the American Southeast.",Added late after receiving information from UMiss,4,Melinda (1st attempt); Valerie Glenn,completed by institution,7/1/21,
,University of Mississippi,"http://purl.oclc.org/umarchives/MUM00283/

",J.D. Williams Library,Special Collections,P.O. Box 1848,,University,MS,38677,662-915-1595,archivesdept@olemiss.edu,"Significant archival collection of approximately 300 maps mostly of the state of Mississippi and surrounding areas, but including other regions too.",Added late after receiving information from UMiss,4,Melinda (1st attempt); Valerie Glenn,2nd attempt,5/17/21,
296,Montana State University,https://www.lib.montana.edu/,Roland R. Renne Library,,P.O. Box 173320,,Bozeman,MT,59717-3320,406-994-3139,https://www.lib.montana.edu/forms/email.html,"Collection includes maps focusing on Montana, topographic maps and satellite images, historical maps, and USGS maps.",,8,DH,Not started,,
297,Montana Technological University,https://www.mtech.edu/library/,Library,,1300 West Park Street,,Butte,MT,59701,406-496-4281,reference@mtech.edu,"The library's maps include U.S.G.S. topographic maps for the Western states, geophysical investigations maps, geologic quadrangle maps, hydrologic investigations atlases, folio atlases, miscellaneous geologic investigations maps and Defense Mapping Agency maps.",,8,DH,Not started,,
298,Montana Historical Society,https://mhs.mt.gov/,Research Center,,225 North Roberts Street,P.O. Box 201201,Helena,MT,59620-1201,406-444-2681,mhslibrary@mt.gov,"Collection includes historical printed and manuscript maps, including USGS, land office, and Sanborn Fire Insurance maps.",,8,DH,Not started,,
299,Univeristy of Montana,https://www.lib.umt.edu/asc/default.php,Maureen and Mike Mansfield Library,Archives and Special Collections,32 Campus Drive,,Missoula,MT,59812-9936,406-243-2053,library.archives@umontana.edu and depository librarian there is natalie.bond@mso.umt.edu," The Regional and Historic Maps Collection contains a variety of rare and unique maps related to western expeditions and explorations, railroad surveys, boundary surveys, territories, roads and trails, Montana cities and counties, Native American reservations, national forests and more. Montana maps in the library include topographic maps, orthophoto quads, geologic and hydrologic maps, National Forest and Wilderness maps, Forest Health Protection (PEST) maps, BLM Surface (land ownership) and Mineral Management maps, and Sanborn Company fire insurance maps.",,8,DH / Cheyenne Stradinger,2nd attempt,8/17/2022 by Cheyenne,
374,Appalachian State University,https://geo.appstate.edu/facilities-equipment/map-library,Department of Geography and Planning,,"Rankin Science West, Room 323A",P.O. Box 32066,Boone,NC,28608,828-262-3000,https://geo.appstate.edu/contact-us,"The library houses maps of world, continental, regional and individual nations and is useful for obtaining information and visuals for study in many fields, including business, geology, history, and political science.","Per phone call from Chair of Geography and Planning, they gave away their maps and repurposed the space for a new classroom. No longer have a physical map collection. ",4,Melinda (only 1st & 2nd attempts); Valerie Glenn,inactive,1/4/23,
357,Duke University,https://library.duke.edu/rubenstein/,David M. Rubenstein Rare Book & Manuscript Library,Research Services,Campus Box 90185,,Durham,NC,27708,919-660-5825,Kate Collins replied to inquiry Jan 2021 kate.collins@duke.edu,"Collection contains maps relating to the history and culture of the United States, especially the American South, as well as maps of the Ottoman Empire and Asian maps.",,4,Melinda (only 1st & 2nd attempts),2nd attempt,1/4/23,
359,"University of North Carolina, Greensboro",library.uncg.edu/info/depts/reference/,Walter Clinton Jackson Library,"Research, Outreach, and Instruction Department",P.O. Box 26170,,Greensboro,NC,27402-6170,336-334-5419,m_schuma@uncg.edu,,According to GIS Librarian Jo Klein they no longer maintain a physical map collection.,4,Melinda (only 1st & 2nd attempts); Valerie Glenn,inactive,8/13/21,
360,East Carolina University,libguides.ecu.edu/federal_government_information,Joyner Library,Research & Instructional Services Department / Map Collection,East Fifth Street,,Greenville,NC,27858,252-328-6677,gracean17@ecu.edu Andrew Grace is the Federal Documents and Microforms Manager,"While the majority are topographic maps, the collection includes geologic, hydrologic, bathymetric, photo image, and political maps. There are also nautical and aeronautical charts. Among the series are USGS 7.5 minute topographical maps, CIA maps, Jet Navigation Charts, NOAA Nautical Charts, USGS geologic and hydrologic maps, and Bureau of Land Management maps.","Andrew replied on 1/27/21, sent link",4,Melinda (only 1st & 2nd attempts),completed by institution,1/30/23,
361,State Archives of North Carolina,https://archives.ncdcr.gov/researchers/collections/maps,,,4614 Mail Service Center,,Raleigh,NC,27699-4614,919-814-6840,archives@ncdcr.gov,"The collection consists of over 6,000 maps depicting North Carolina or some portion thereof. These maps have been brought together from various sources to create a reference collection consisting of manuscript and published maps, as well as photographic and facsimile copies of maps that have been made from originals located elsewhere in the United States and abroad.",,4,Melinda (only 1st & 2nd attempts); Valerie Glenn,completed by institution,2/17/23,
366,"University of North Carolina, Wilmington",https://library.uncw.edu/gov_docs,William Madison Randall Library,Government Documents,601 South College Road,RL2062A,Wilmington,NC,28403-5616,910-962-4232,kaylorj@uncw.edu,Maps are part of the FDLP collections and include those from federal agencies as well as North Carolina government agencies.,No longer have a map collection as of 1/10/2023,4,Melinda (only 1st & 2nd attempts); Valerie Glenn,inactive,1/4/23,
367,Moravian Archives,https://moravianarchives.org,,,457 South Church Street,,Winston-Salem,NC,27101,336-722-1742,moravianarchives@mcsp.org,"Photographs and Maps. Our collection of inventoried images is searchable at the moment only by perusing a 3×5 card catalog index of images. Our collection spans the history of photography, and their content is varied. A number of our individual prints have been copied by Old Salem Museums and Gardens for their research collections and are searchable through Digital Forsyth. We have many other images awaiting digitization and identification within our materials, however, that are not found in other locations. Our most requested maps for genealogy research have been photographed in sections and are searchable in detail on our Reading Room computers. If a topic area is of visual interest to you, we encourage you to contact us to research our holdings.",,4,Melinda (only 1st & 2nd attempts),2nd attempt,1/4/23,
349,"University of North Carolina, Chapel Hill",https://library.unc.edu/wilson/ncc/,Wilson Special Collections Library,North Carolina Collection,CB #3930,P.O. Box 8890,Chapel Hill,NC,27515-8890,919-962-3765,"https://library.unc.edu/wilson/contact/, sent reply email to Sarah Carrier who sent a reply that they would compelete on 2/21/21 wilsonlibary@unc.edu ","The collection contains an extensive collection of Sanborn Maps for the state, and maps relating to the history and culture of North Carolina.",,4,Melinda (only 1st & 2nd attempts),completed by institution,7/19/21,
352,"University of North Carolina, Chapel Hill",https://library.unc.edu/davis/ris/maps/,Davis Library, Research & Instructional Services Department/Maps Collection,CB# 3922,,Chapel Hill,NC,27515-8890,919-962-1053,https://library.unc.edu/ask/ Renee Bosman         rbosman@email.unc.edu,"The collection houses about 250,000 maps and charts covering the world and parts of our solar system. It also contains atlases, gazetteers, cartographic reference volumes, and government depository publications.",,4,,completed by institution,,
353,Charlotte Mecklenburg Library,https://www.cmlibrary.org/services/genealogy-history-services,Main Library ,Robinson-Spangler Carolina Room,310 North Tryon Street,,Charlotte,NC,28202,704-416-0150,ncrstaff@cmlibrary.org         jjohnson@cmlibrary.org,The Historic Maps Collection offers a variety of historic and modern maps for the region and the Carolinas.,,4,,completed by institution,,
354,"University of North Carolina, Charlotte",https://library.uncc.edu/archives-rare-books/government-documents,J. Murrey Atkins Library,9201 University City Boulevard,,,Charlotte,NC,28223,704-687-0494,https://library.uncc.edu/archives-rare-books/about-special-collections/contact-us.         aawilson@uncc.edu Alison A. Wilson,"The collection emphasizes North Carolina and the South, with political and road maps for every state and topographic quadrangles for North Carolina and the surrounding states.  There are also world maps and geologic maps. Most maps are received through the U.S. depository from the U.S. 
Geological Survey and the Central Intelligence Agency although there are city street maps and state road maps from other sources. Historical map collections include Mecklenburg County maps and some early USGS topographic maps, as well as Sanborn Fire Insurance maps and others of the City of Charlotte.",,4,Melinda (only 1st & 2nd attempts),completed by institution,1/26/21,
355,Western Carolina University,https://library.duke.edu/rubenstein/ask,Hunter Library,Map Room,176 Central Drive,,Cullowhee,NC,28723,828-227-7485,kschmidt@email.wcu.edu,"The Library's map section contains both small- and large-scale topographic maps of North Carolina and all of the other fifty states, recreational maps, thematic maps of many other countries that display a variety of subjects including roads, languages, ethnic populations, settlements, etc., as well as some atlases and gazetteers. Collection also includes many historic maps of the area that allow patrons to trace changes to place names as well as changes to roadways and railroads, old settlements, and cemeteries.",,4,Melinda (only 1st & 2nd attempts),completed by institution,1/26/21,
356,Duke University,https://guides.library.duke.edu/maps,Perkins Library,Map Collection,411 Chapel Drive,,Durham,NC,27708,919-660-5870,mark.thomas@duke.edu,"Library has USGS topographic maps, soil survey maps, post route/railroad maps, atlases, geologic maps, subject maps, Sanborn Fire Insurance maps, ward maps of US cities, and World War II era maps.",,4,,completed by institution,,
363,North Carolina State University,https://www.lib.ncsu.edu/hill,D.H. Hill Jr. Library,,2 Broughton Drive,Campus Box 7111,Raleigh,NC,27695-7111,919-515-3364,nrl_library@ncsu.edu Jeff Essic         jfessic@ncsu.edu,"Contains print maps and charts which provide topographic, geologic and thematic coverage of North Carolina, the United States and foreign countries. Most large format print maps are now located at the Libraries' Administrative Services Annex (ASX), but can be delivered to any of NCSU's libraries.",,4,Melinda (only 1st & 2nd attempts),completed by institution,1/28/21,
364,North Carolina State University,https://www.lib.ncsu.edu/nrl,Natural Resources Library,"Jordan Hall, Room 1102",2800 Faucette Drive,Campus Box 7114,Raleigh,NC,27695-7114,919-515-2306,"Silvia Sheffield replide 1/27/21: We (Natural Resources) no longer need an entry separate from the rest of the NC State University Libraries. Our colleague Jeff Essic, who is already listed on the map, is the best contact.","It has a small collection of North Carolina 7.5 minute and US 1:250,000 scale topographic maps. Most large format print maps are now located at the Libraries' Administrative Services Annex (ASX), but can be delivered to any of NCSU's libraries.",,4,"Melinda (see notes), no furhter attempts needed",completed by institution,1/28/21,
350,"University of North Carolina, Chapel Hill",www.lib.unc.edu/geolib,Geological Sciences Library,,CB #3315,Mitchell Hall,Chapel Hill,NC,27516,919-962-2386,page not found,,Confirmed with Renee Bosman that the maps were transferred to the Maps Collection held in Davis Library.,4,,inactive,1/4/23,
358,Greensboro Public Library,www.greensborolibrary.org,North Carolina Collection,,219 North Church Street,,Greensboro,NC,27402-3178,336-335-5430,,,Maps collection does not appear to be very extensive and some of it may be held in the archives at the Greensboro History Museum rather than the library.,4,Valerie Glenn,flagged,3/24/23,Received an inventory of the map collection in a Word document. They appear to have roughly 15 drawers of maps - is that substantive enough for inclusion in the guide?
368,North Dakota State University,https://library.ndsu.edu/government-information,Main Library,,1201 Albrecht Boulevard,Dept #2080 PO Box 6050,Fargo,ND,58105-6050,701-231-8886,"Gov Info Librarian, Susanne Caro, susanne.caro@ndsu.edu","NDSU is a regional depository for U.S. government documents published by the Government Publishing Office (GPO) along with the University of North Dakota in Grand Forks. These publications may be in print, microfiche, and/or electronic forms, and come in a variety of formats such as pamphlets, media, maps, books, kits, and posters.NDSU is also a depository for the state of North Dakota. We receive documents published by government agencies including annual reports, strategic plans, audits, meeting minutes, newsletters and magazines, brochures, handbooks, maps, statistics, public university catalogs and student newspapers, Cooperative Extension publications, and research results. Many of these publications are in print and electronic format.",,8,Craig H / Cheyenne Stradinger,completed by institution,7/15/22 by Cheyenne Stradinger,Also reached out to NDSU Archives and NDSU Germans from Russia Special Collections. That info collected on the Region 8 tab. 
369,Minot State University,www.minotstateu.edu/library,Gordon B. Olson Library,,500 University Avenue West,,Minot,ND,58707,701-858-3201,misu.library.reference@ndus.edu,351 physical and online maps in their Government Documents and general collections.,,8,Craig H / Cheyenne Stradinger,2nd attempt,8/17/22 by Cheyenne Stradinger,
300,Doane College,https://www.doane.edu/library,Perkins Library,,1014 Boswell Avenue,,Crete,NE,68333,402-826-8287,library@doane.edu,"Catalog search turns up over 6,500 maps and atlases in their collections. Could not find if they have a separate physical collection but assume they do.",,7,Cheyenne Stradinger,1st attempt,9/23/2022,
303,"University of Nebraska, Kearney",https://guides.library.unk.edu/govdocs,Calvin T. Ryan Library,Government Documents,2508 11th Avenue,,Kearney,NE,68849,308-865-8276,reevesr@unk.edu,Catalog search notes a collection of both physical and online-only maps and atlases,,7,Cheyenne Stradinger,1st attempt,9/23/2022,
304,American Historical Society of Germans from Russia,www.ahsgr.org,AHSGR Research Library,,631 D Street,,Lincoln,NE,68502-1199,402-474-3363,"Karen Keehr, kkeehr@ahsgr.org","Catalog search on the keyword ""map"" retrieves print and manuscript maps. Not a large collection but items that are manuscript may be unique or rare.",emailed their form.,7,Cheyenne Stradinger,completed by institution,9/28/2022,
306,Nebraska Department of Natural Resources,https://dnr.nebraska.gov/data,Natural Resources Data Bank,,301 Centennial Mall South,P.O. Box 94676,Lincoln,NE,68509-4676,402-471-2363,https://app.smartsheet.com/b/form/6eea8b5f1c5641d199121b7cccd6a91e,"Appears that they have largely online resources, especially aerial photography but also various state-level maps on a number of topics.",,7,Cheyenne Stradinger,Not started,,
307,Nebraska Department of Transportation,https://dot.nebraska.gov/travel/map-library/,Map Library,,1500 NE-2,P.O. Box 94759,Lincoln,NE,68502,402-471-4567,,Robust collection of downloadable maps from state level down to city level.,,7,Cheyenne Stradinger,Not started,,
309,Nebraska State Historical Society,https://historynebraska.catalogaccess.com/,Library/Archives,,1500 R Street,P.O. Box 82554,Lincoln,NE,68501,402-471-4786,"Tom Mooney, Curator of Manuscripts, tom.mooney@nebraska.gov

 ","Catalog search under the ""Library"" tab using the term ""map"" turned up several hundred historical maps","""History Nebraska would like to participate in the MAGIRT Online Guide to U.S. Map Collections in the future, but at the moment, due to staffing issues and other factors regarding our map collections, we don’t feel that we have enough intellectual control over the collections to make that a viable option at this point.  We hope to participate at a future date when these issues have been resolved.""- Tom Mooney",7,Cheyenne Stradinger,inactive,9/28/2022,
310,"University of Nebraska, Lincoln",http://snr.unl.e,Conservation and Survey Division,School of Natural Resources,101 Hardin Hall,3310 Holdrege St.,Lincoln,NE,68583-0961,402-472-3471,,"GIS and geospatial data collections in the areas of geology, land use/land cover, soils and water.",,7,Cheyenne Stradinger,Not started,,
312,"University of Nebraska, Lincoln",https://libraries.unl.edu/geology-library,Geology LIbrary,,10 Bessey Hall,,Lincoln,NE,68588-0344,402-472-2653,geolmail@unl.edu,They have maps related to geological topics in this collection.,,7,Cheyenne Stradinger,1st attempt,9/23/2022,
313,"University of Nebraska, Lincoln",https://libraries.unl.edu/love-library,Love Library, ,13th & R Streets,318 Love Library,Lincoln,NE,68588-4100,402-472-9568,Charlene= cmaxeyharris2@unl.edu or Meg= mmering1@unl.edu,"Plat maps, other geneology map resources and a separate USGS map collection.","Communication on email: ""Hi Meg,

As our UNL Rep on the BTAA Geoportal, I think this will be a good opportunity for us to connect to this online resource.  Will you take a look at the survey and complete it for us if you think it will be valuable?   Please let us know either way.""",7,Cheyenne Stradinger,1st attempt,9/28/2022,
314,"City of Norfolk, Nebraska",,Norfolk Public Library,,308 W. Prospect Avenue,,Norfolk,NE,68701,402-844-2100,jchamberlain@norfolkne.gov,"A search of the catalog turned up approximately 300 atlases, maps, plat books and similar, quite a few are National Geographic maps but a good range of other types as well.",NO LONGER HAS A MAP COLLECTION.,7,Cheyenne Stradinger,inactive,9/23/2022,
315,Douglas County Historical Society ,http://www.douglascohistory.org/,,,5730 North 30th Street #11b,,Omaha,NE,68111,402-455-9990,director@douglascohistory.org,"Contains maps, plat books, and atlases of the city, county, state and region from the 1850s to the present, including street and highway maps at the county and city level, maps issued by government agencies, plat maps of the cities and towns in Douglas County, and maps featuring waterways, railways, cemeteries, telecommunication lines, borderlines and boundaries.",,7,Cheyenne Stradinger,1st attempt,9/23/2022,
322,New Hampshire Historical Society,www.nhhistory.org, , ,30 Park Street,,Concord,NH,03301,603-228-6688,wballa@nhhistory.org,Collection has 3000 maps.,,1,,Not started,,
